Rango de Edad,Sexo,Año,Código,Nombre Provincia,Total,Frecuencia_Fallecimientos,tasa_fallecimiento
15-24 años,Hombres,2020,46,Valencia,134347,42.0,0.0312623281502378
15-24 años,Hombres,2020,47,Valladolid,23161,5.0,0.0215880143344415
15-24 años,Hombres,2020,48,Bizkaia,53257,14.0,0.0262876241620819
15-24 años,Hombres,2020,49,Zamora,6722,0.0,0.0
15-24 años,Hombres,2020,50,Zaragoza,48309,9.0,0.018630068931255
15-24 años,Hombres,2020,51,Ceuta,5411,1.0,0.0184808722971724
15-24 años,Hombres,2020,52,Melilla,6175,2.0,0.0323886639676113
15-24 años,Hombres,2021,1,Álava,15678,1.0,0.0063783645873198
15-24 años,Hombres,2021,2,Albacete,21239,3.0,0.0141249588022034
15-24 años,Hombres,2021,3,Alicante,98523,22.0,0.0223298113130944
15-24 años,Hombres,2021,4,Almería,42213,16.0,0.0379030156586833
15-24 años,Hombres,2021,5,Ávila,7265,3.0,0.0412938747419132
15-24 años,Hombres,2021,6,Badajoz,35622,10.0,0.0280725394419179
15-24 años,Hombres,2021,7,Baleares,62110,16.0,0.0257607470616647
15-24 años,Hombres,2021,8,Barcelona,307547,84.0,0.0273128985163243
15-24 años,Hombres,2021,9,Burgos,16612,2.0,0.0120394895256441
15-24 años,Hombres,2021,10,Cáceres,19074,1.0,0.0052427388067526
15-24 años,Hombres,2021,11,Cádiz,70335,17.0,0.0241700433639013
15-24 años,Hombres,2021,12,Castellón,30405,9.0,0.0296003946719289
15-24 años,Hombres,2021,13,Ciudad Real,26586,7.0,0.0263296471827277
15-24 años,Hombres,2021,14,Córdoba,42856,15.0,0.0350009333582228
15-24 años,Hombres,2021,15,A Coruña,47002,25.0,0.0531892259903833
15-24 años,Hombres,2021,16,Cuenca,10057,3.0,0.0298299691756985
15-24 años,Hombres,2021,17,Girona,44107,11.0,0.0249393520302899
15-24 años,Hombres,2021,18,Granada,51759,19.0,0.0367085917424988
15-24 años,Hombres,2021,19,Guadalajara,14600,4.0,0.0273972602739726
15-24 años,Hombres,2021,20,Gipuzkoa,37056,17.0,0.0458765112262521
15-24 años,Hombres,2021,21,Huelva,28840,12.0,0.0416088765603328
15-24 años,Hombres,2021,22,Huesca,11147,2.0,0.0179420471875841
15-24 años,Hombres,2021,23,Jaén,35541,6.0,0.0168819110323288
15-24 años,Hombres,2021,24,León,18612,6.0,0.0322372662798194
15-24 años,Hombres,2021,25,Lleida,24061,10.0,0.0415610323760442
15-24 años,Hombres,2021,26,La Rioja,15955,1.0,0.0062676277029144
15-24 años,Hombres,2021,27,Lugo,11903,2.0,0.0168024867680416
15-24 años,Hombres,2021,28,Madrid,350910,84.0,0.0239377618192698
15-24 años,Hombres,2021,29,Málaga,90490,27.0,0.0298375511106199
15-24 años,Hombres,2021,30,Murcia,90253,33.0,0.0365638815330238
15-24 años,Hombres,2021,31,Navarra,36126,10.0,0.0276808946465149
15-24 años,Hombres,2021,32,Ourense,11424,3.0,0.0262605042016806
15-24 años,Hombres,2021,33,Asturias,40403,6.0,0.0148503823973467
15-24 años,Hombres,2021,34,Palencia,6795,2.0,0.0294334069168506
15-24 años,Hombres,2021,35,Las Palmas,62553,30.0,0.0479593304877463
15-24 años,Hombres,2021,36,Pontevedra,43472,10.0,0.0230033124769966
15-24 años,Hombres,2021,37,Salamanca,14794,4.0,0.027037988373665
15-24 años,Hombres,2021,38,Santa Cruz,54577,13.0,0.0238195576891364
15-24 años,Hombres,2021,39,Cantabria,27017,6.0,0.0222082392567642
15-24 años,Hombres,2021,40,Segovia,7739,4.0,0.0516862643752422
15-24 años,Hombres,2021,41,Sevilla,108514,32.0,0.0294892824888954
15-24 años,Hombres,2021,42,Soria,4292,3.0,0.0698974836905871
15-24 años,Hombres,2021,43,Tarragona,44765,17.0,0.0379760973975203
15-24 años,Hombres,2021,44,Teruel,6569,2.0,0.0304460344040188
15-24 años,Hombres,2021,45,Toledo,39054,13.0,0.0332872433041429
15-24 años,Hombres,2021,46,Valencia,136273,38.0,0.0278852010302847
15-24 años,Hombres,2021,47,Valladolid,23674,4.0,0.0168961730168116
15-24 años,Hombres,2021,48,Bizkaia,54228,13.0,0.0239728553514789
15-24 años,Hombres,2021,49,Zamora,6675,1.0,0.0149812734082397
15-24 años,Hombres,2021,50,Zaragoza,48776,18.0,0.0369033951123503
15-24 años,Hombres,2021,51,Ceuta,5545,6.0,0.1082055906221821
15-24 años,Hombres,2021,52,Melilla,6127,2.0,0.0326424024808225
15-24 años,Hombres,2022,1,Álava,16128,5.0,0.0310019841269841
15-24 años,Hombres,2022,2,Albacete,21341,4.0,0.0187432641394498
15-24 años,Hombres,2022,3,Alicante,100806,33.0,0.032736146657937
15-24 años,Hombres,2022,4,Almería,43355,20.0,0.0461307807634644
15-24 años,Hombres,2022,5,Ávila,7269,3.0,0.0412711514651258
15-24 años,Hombres,2022,6,Badajoz,35548,5.0,0.0140654889163947
15-24 años,Hombres,2022,7,Baleares,62996,22.0,0.0349228522445869
15-24 años,Hombres,2022,8,Barcelona,313829,89.0,0.028359393172715
15-24 años,Hombres,2022,9,Burgos,16867,4.0,0.0237149463449338
15-24 años,Hombres,2022,10,Cáceres,19099,3.0,0.0157076286716582
15-24 años,Hombres,2022,11,Cádiz,72134,17.0,0.0235672498405744
15-24 años,Hombres,2022,12,Castellón,31390,11.0,0.0350430073271742
15-24 años,Hombres,2022,13,Ciudad Real,26759,6.0,0.0224223625696027
15-24 años,Hombres,2022,14,Córdoba,43044,13.0,0.0302016541213641
15-24 años,Hombres,2022,15,A Coruña,47932,20.0,0.0417257781857631
15-24 años,Hombres,2022,16,Cuenca,10113,6.0,0.059329575793533
15-24 años,Hombres,2022,17,Girona,45436,17.0,0.0374152654282947
15-24 años,Hombres,2022,18,Granada,52412,21.0,0.0400671601923223
15-24 años,Hombres,2022,19,Guadalajara,15209,0.0,0.0
15-24 años,Hombres,2022,20,Gipuzkoa,37784,13.0,0.0344060978191827
15-24 años,Hombres,2022,21,Huelva,29600,9.0,0.0304054054054054
15-24 años,Hombres,2022,22,Huesca,11313,3.0,0.0265181649429859
15-24 años,Hombres,2022,23,Jaén,35332,12.0,0.0339635457941809
15-24 años,Hombres,2022,24,León,18727,4.0,0.0213595343621509
15-24 años,Hombres,2022,25,Lleida,24593,7.0,0.0284633838897247
15-24 años,Hombres,2022,26,La Rioja,16324,3.0,0.0183778485665278
15-24 años,Hombres,2022,27,Lugo,12078,1.0,0.0082795164762377
15-24 años,Hombres,2022,28,Madrid,357565,91.0,0.0254499181966915
15-24 años,Hombres,2022,29,Málaga,93355,49.0,0.0524878153285844
15-24 años,Hombres,2022,30,Murcia,92934,26.0,0.0279768437816084
15-24 años,Hombres,2022,31,Navarra,36969,19.0,0.0513944115339879
15-24 años,Hombres,2022,32,Ourense,11528,3.0,0.0260235947258848
15-24 años,Hombres,2022,33,Asturias,40893,17.0,0.0415719071723766
15-24 años,Hombres,2022,34,Palencia,6741,3.0,0.0445037828215398
15-24 años,Hombres,2022,35,Las Palmas,63200,22.0,0.0348101265822784
15-24 años,Hombres,2022,36,Pontevedra,44085,10.0,0.0226834524214585
15-24 años,Hombres,2022,37,Salamanca,15011,3.0,0.0199853440810072
15-24 años,Hombres,2022,38,Santa Cruz,55345,15.0,0.0271027193061703
15-24 años,Hombres,2022,39,Cantabria,27701,8.0,0.0288798238330746
15-24 años,Hombres,2022,40,Segovia,7847,2.0,0.0254874474321396
15-24 años,Hombres,2022,41,Sevilla,111537,36.0,0.0322762849995965
15-24 años,Hombres,2022,42,Soria,4316,2.0,0.0463392029657089
15-24 años,Hombres,2022,43,Tarragona,46128,16.0,0.0346860908775581
15-24 años,Hombres,2022,44,Teruel,6629,2.0,0.0301704631166088
15-24 años,Hombres,2022,45,Toledo,40125,8.0,0.0199376947040498
15-24 años,Hombres,2022,46,Valencia,140101,34.0,0.0242682065081619
15-24 años,Hombres,2022,47,Valladolid,24199,7.0,0.0289268151576511
15-24 años,Hombres,2022,48,Bizkaia,55073,11.0,0.0199734897318105
15-24 años,Hombres,2022,49,Zamora,6607,0.0,0.0
15-24 años,Hombres,2022,50,Zaragoza,49660,21.0,0.0422875553765606
15-24 años,Hombres,2022,51,Ceuta,5666,6.0,0.1058948111542534
15-24 años,Hombres,2022,52,Melilla,6182,0.0,0.0
25-44 años,Hombres,1998,1,Álava,46537,54.0,0.1160367019790704
25-44 años,Hombres,1998,2,Albacete,54247,74.0,0.1364130735340203
25-44 años,Hombres,1998,3,Alicante,206914,344.0,0.1662526460268517
25-44 años,Hombres,1998,4,Almería,81513,152.0,0.1864733232735882
25-44 años,Hombres,1998,5,Ávila,23952,34.0,0.1419505678022712
25-44 años,Hombres,1998,6,Badajoz,99941,143.0,0.1430844198076865
25-44 años,Hombres,1998,7,Baleares,127953,282.0,0.2203934257110033
25-44 años,Hombres,1998,8,Barcelona,716039,1187.0,0.1657730933650262
25-44 años,Hombres,1998,9,Burgos,54008,87.0,0.1610872463338764
25-44 años,Hombres,1998,10,Cáceres,61412,94.0,0.1530645476454113
25-44 años,Hombres,1998,11,Cádiz,176252,341.0,0.1934729818668724
25-44 años,Hombres,1998,12,Castellón,69632,141.0,0.202493106617647
25-44 años,Hombres,1998,13,Ciudad Real,70260,115.0,0.1636777682892115
25-44 años,Hombres,1998,14,Córdoba,116207,178.0,0.1531749378264648
25-44 años,Hombres,1998,15,A Coruña,160394,352.0,0.2194595807823235
25-44 años,Hombres,1998,16,Cuenca,28325,39.0,0.1376875551632833
25-44 años,Hombres,1998,17,Girona,85909,147.0,0.1711112921812615
25-44 años,Hombres,1998,18,Granada,120275,243.0,0.202036998545001
25-44 años,Hombres,1998,19,Guadalajara,25428,44.0,0.1730375963504797
25-44 años,Hombres,1998,20,Gipuzkoa,108503,169.0,0.1557560620443674
25-44 años,Hombres,1998,21,Huelva,69256,117.0,0.1689384313272496
25-44 años,Hombres,1998,22,Huesca,30334,45.0,0.1483483879475176
25-44 años,Hombres,1998,23,Jaén,94860,141.0,0.148640101201771
25-44 años,Hombres,1998,24,León,74478,119.0,0.1597787266038293
25-44 años,Hombres,1998,25,Lleida,55016,126.0,0.2290242838446997
25-44 años,Hombres,1998,26,La Rioja,40626,57.0,0.1403042386648944
25-44 años,Hombres,1998,27,Lugo,49328,95.0,0.1925883879338306
25-44 años,Hombres,1998,28,Madrid,799660,1286.0,0.1608183477978141
25-44 años,Hombres,1998,29,Málaga,189597,313.0,0.165087000321735
25-44 años,Hombres,1998,30,Murcia,173216,305.0,0.1760807315721411
25-44 años,Hombres,1998,31,Navarra,84328,150.0,0.1778768617778199
25-44 años,Hombres,1998,32,Ourense,43620,95.0,0.2177900045850527
25-44 años,Hombres,1998,33,Asturias,159471,344.0,0.2157132017733631
25-44 años,Hombres,1998,34,Palencia,28127,53.0,0.1884310449034735
25-44 años,Hombres,1998,35,Las Palmas,151882,298.0,0.1962049485785017
25-44 años,Hombres,1998,36,Pontevedra,132169,260.0,0.1967178385249188
25-44 años,Hombres,1998,37,Salamanca,51250,101.0,0.1970731707317073
25-44 años,Hombres,1998,38,Santa Cruz,127918,205.0,0.1602589158679779
25-44 años,Hombres,1998,39,Cantabria,80948,143.0,0.1766566190640905
25-44 años,Hombres,1998,40,Segovia,22497,30.0,0.1333511134817975
25-44 años,Hombres,1998,41,Sevilla,266692,457.0,0.1713587209215124
25-44 años,Hombres,1998,42,Soria,13531,22.0,0.1625896090458946
25-44 años,Hombres,1998,43,Tarragona,89038,156.0,0.1752060917810373
25-44 años,Hombres,1998,44,Teruel,19549,31.0,0.15857588623459
25-44 años,Hombres,1998,45,Toledo,77960,116.0,0.1487942534633145
25-44 años,Hombres,1998,46,Valencia,336382,589.0,0.1750985486738291
25-44 años,Hombres,1998,47,Valladolid,75453,115.0,0.1524127602613547
25-44 años,Hombres,1998,48,Bizkaia,182384,319.0,0.1749056934818843
25-44 años,Hombres,1998,49,Zamora,28395,45.0,0.1584786053882725
25-44 años,Hombres,1998,50,Zaragoza,126405,200.0,0.1582215893358649
25-44 años,Hombres,1998,51,Ceuta,12191,33.0,0.270691493724879
25-44 años,Hombres,1998,52,Melilla,10262,40.0,0.3897875657766517
25-44 años,Hombres,1999,1,Álava,47077,75.0,0.1593134651740765
25-44 años,Hombres,1999,2,Albacete,55241,70.0,0.1267174743397114
25-44 años,Hombres,1999,3,Alicante,214770,375.0,0.1746053918144992
25-44 años,Hombres,1999,4,Almería,83767,140.0,0.167130254157365
25-44 años,Hombres,1999,5,Ávila,23893,42.0,0.1757837023395973
25-44 años,Hombres,1999,6,Badajoz,100477,155.0,0.1542641599570051
25-44 años,Hombres,1999,7,Baleares,133909,290.0,0.2165649806958457
25-44 años,Hombres,1999,8,Barcelona,727414,1248.0,0.171566673173736
25-44 años,Hombres,1999,9,Burgos,54036,99.0,0.1832111925383077
25-44 años,Hombres,1999,10,Cáceres,64012,89.0,0.1390364306692495
25-44 años,Hombres,1999,11,Cádiz,178835,352.0,0.1968294796879805
25-44 años,Hombres,1999,12,Castellón,71687,118.0,0.1646044610598853
25-44 años,Hombres,1999,13,Ciudad Real,70871,91.0,0.1284023084195228
25-44 años,Hombres,1999,14,Córdoba,116651,199.0,0.1705943369538195
25-44 años,Hombres,1999,15,A Coruña,161359,335.0,0.2076115989811538
25-44 años,Hombres,1999,16,Cuenca,29009,39.0,0.1344410355406942
25-44 años,Hombres,1999,17,Girona,87528,155.0,0.1770861895621972
25-44 años,Hombres,1999,18,Granada,123395,228.0,0.184772478625552
25-44 años,Hombres,1999,19,Guadalajara,25948,38.0,0.1464467396331124
25-44 años,Hombres,1999,20,Gipuzkoa,108699,154.0,0.1416756363903991
25-44 años,Hombres,1999,21,Huelva,70769,115.0,0.1625005298930322
25-44 años,Hombres,1999,22,Huesca,30437,54.0,0.1774156454315471
25-44 años,Hombres,1999,23,Jaén,98012,134.0,0.136717952903726
25-44 años,Hombres,1999,24,León,74489,113.0,0.1517002510437782
25-44 años,Hombres,1999,25,Lleida,55535,112.0,0.2016746196092554
25-44 años,Hombres,1999,26,La Rioja,41162,51.0,0.1239006850979058
25-44 años,Hombres,1999,27,Lugo,49326,119.0,0.2412520780115963
25-44 años,Hombres,1999,28,Madrid,818549,1226.0,0.1497772277530117
25-44 años,Hombres,1999,29,Málaga,194125,332.0,0.1710238248551191
25-44 años,Hombres,1999,30,Murcia,178400,269.0,0.1507847533632287
25-44 años,Hombres,1999,31,Navarra,85646,133.0,0.1552903813371319
25-44 años,Hombres,1999,32,Ourense,43963,81.0,0.1842458430953301
25-44 años,Hombres,1999,33,Asturias,159951,309.0,0.1931841626498115
25-44 años,Hombres,1999,34,Palencia,27971,34.0,0.1215544671266669
25-44 años,Hombres,1999,35,Las Palmas,158747,309.0,0.1946493477042085
25-44 años,Hombres,1999,36,Pontevedra,133733,239.0,0.1787143038741372
25-44 años,Hombres,1999,37,Salamanca,51683,93.0,0.1799431147572702
25-44 años,Hombres,1999,38,Santa Cruz,134406,237.0,0.1763314137761707
25-44 años,Hombres,1999,39,Cantabria,81433,145.0,0.1780604914469564
25-44 años,Hombres,1999,40,Segovia,22552,26.0,0.115289109613338
25-44 años,Hombres,1999,41,Sevilla,271194,473.0,0.174413888212866
25-44 años,Hombres,1999,42,Soria,13446,21.0,0.1561802766622043
25-44 años,Hombres,1999,43,Tarragona,90276,177.0,0.196065399441712
25-44 años,Hombres,1999,44,Teruel,19536,27.0,0.1382063882063882
25-44 años,Hombres,1999,45,Toledo,79043,119.0,0.1505509659299368
25-44 años,Hombres,1999,46,Valencia,341930,617.0,0.1804462901763519
25-44 años,Hombres,1999,47,Valladolid,76491,120.0,0.156881201710005
25-44 años,Hombres,1999,48,Bizkaia,183782,279.0,0.1518102969822942
25-44 años,Hombres,1999,49,Zamora,28196,40.0,0.1418640941977585
25-44 años,Hombres,1999,50,Zaragoza,128125,251.0,0.1959024390243902
25-44 años,Hombres,1999,51,Ceuta,12531,39.0,0.3112281541776395
25-44 años,Hombres,1999,52,Melilla,9853,21.0,0.2131330559220542
25-44 años,Hombres,2000,1,Álava,47934,71.0,0.1481203321233362
25-44 años,Hombres,2000,2,Albacete,56662,89.0,0.1570717588507288
25-44 años,Hombres,2000,3,Alicante,223887,362.0,0.1616887090362549
25-44 años,Hombres,2000,4,Almería,86580,154.0,0.1778701778701778
25-44 años,Hombres,2000,5,Ávila,24115,39.0,0.1617250673854447
25-44 años,Hombres,2000,6,Badajoz,102127,151.0,0.1478551215643267
25-44 años,Hombres,2000,7,Baleares,142433,291.0,0.2043065862545898
25-44 años,Hombres,2000,8,Barcelona,754283,1250.0,0.1657202933116615
25-44 años,Hombres,2000,9,Burgos,54676,86.0,0.1572902187431414
25-44 años,Hombres,2000,10,Cáceres,64433,72.0,0.1117439821209628
25-44 años,Hombres,2000,11,Cádiz,183889,350.0,0.1903322112796306
25-44 años,Hombres,2000,12,Castellón,74639,123.0,0.164793204624928
25-44 años,Hombres,2000,13,Ciudad Real,71583,96.0,0.1341100540631155
25-44 años,Hombres,2000,14,Córdoba,118590,167.0,0.140821317143098
25-44 años,Hombres,2000,15,A Coruña,164082,345.0,0.2102607232968881
25-44 años,Hombres,2000,16,Cuenca,29691,55.0,0.1852413189181906
25-44 años,Hombres,2000,17,Girona,91343,143.0,0.156552773611552
25-44 años,Hombres,2000,18,Granada,126157,249.0,0.1973731144526264
25-44 años,Hombres,2000,19,Guadalajara,27241,50.0,0.1835468595132337
25-44 años,Hombres,2000,20,Gipuzkoa,111386,164.0,0.1472357387822527
25-44 años,Hombres,2000,21,Huelva,72810,97.0,0.1332234583161653
25-44 años,Hombres,2000,22,Huesca,31112,47.0,0.151067112368218
25-44 años,Hombres,2000,23,Jaén,99186,152.0,0.1532474341136854
25-44 años,Hombres,2000,24,León,74837,129.0,0.1723746275238184
25-44 años,Hombres,2000,25,Lleida,57055,109.0,0.1910437297344667
25-44 años,Hombres,2000,26,La Rioja,41798,60.0,0.1435475381597205
25-44 años,Hombres,2000,27,Lugo,49658,89.0,0.1792259051915099
25-44 años,Hombres,2000,28,Madrid,852149,1221.0,0.1432848011321963
25-44 años,Hombres,2000,29,Málaga,201261,336.0,0.1669473966640332
25-44 años,Hombres,2000,30,Murcia,186883,311.0,0.1664142805926702
25-44 años,Hombres,2000,31,Navarra,88990,142.0,0.1595684908416676
25-44 años,Hombres,2000,32,Ourense,44635,80.0,0.1792315447518763
25-44 años,Hombres,2000,33,Asturias,161560,283.0,0.1751671205743996
25-44 años,Hombres,2000,34,Palencia,27878,65.0,0.2331587631824377
25-44 años,Hombres,2000,35,Las Palmas,168549,303.0,0.1797696812202979
25-44 años,Hombres,2000,36,Pontevedra,137763,236.0,0.1713086968199008
25-44 años,Hombres,2000,37,Salamanca,52067,78.0,0.1498069794687614
25-44 años,Hombres,2000,38,Santa Cruz,141587,226.0,0.159619174076716
25-44 años,Hombres,2000,39,Cantabria,83353,158.0,0.18955526495747
25-44 años,Hombres,2000,40,Segovia,22872,32.0,0.1399090591115774
25-44 años,Hombres,2000,41,Sevilla,278375,455.0,0.1634485855410866
25-44 años,Hombres,2000,42,Soria,13640,29.0,0.2126099706744868
25-44 años,Hombres,2000,43,Tarragona,93855,155.0,0.1651483671621117
25-44 años,Hombres,2000,44,Teruel,19882,32.0,0.1609496026556684
25-44 años,Hombres,2000,45,Toledo,81019,112.0,0.1382391784643108
25-44 años,Hombres,2000,46,Valencia,352711,629.0,0.1783329694849324
25-44 años,Hombres,2000,47,Valladolid,78280,127.0,0.1622381195707715
25-44 años,Hombres,2000,48,Bizkaia,185483,285.0,0.1536528954135958
25-44 años,Hombres,2000,49,Zamora,28266,42.0,0.1485884101040119
25-44 años,Hombres,2000,50,Zaragoza,131378,216.0,0.1644110886145321
25-44 años,Hombres,2000,51,Ceuta,13150,27.0,0.2053231939163498
25-44 años,Hombres,2000,52,Melilla,11746,24.0,0.2043248765537204
25-44 años,Hombres,2001,1,Álava,48950,68.0,0.1389172625127681
25-44 años,Hombres,2001,2,Albacete,58860,77.0,0.1308188922867822
25-44 años,Hombres,2001,3,Alicante,235952,376.0,0.1593544449718587
25-44 años,Hombres,2001,4,Almería,92990,155.0,0.1666845897408323
25-44 años,Hombres,2001,5,Ávila,24209,41.0,0.1693585030360609
25-44 años,Hombres,2001,6,Badajoz,103192,124.0,0.1201643538258779
25-44 años,Hombres,2001,7,Baleares,152904,299.0,0.1955475330926594
25-44 años,Hombres,2001,8,Barcelona,785720,1184.0,0.1506898131649951
25-44 años,Hombres,2001,9,Burgos,55631,86.0,0.1545900666894357
25-44 años,Hombres,2001,10,Cáceres,65215,72.0,0.1104040481484321
25-44 años,Hombres,2001,11,Cádiz,187402,325.0,0.1734239762649278
25-44 años,Hombres,2001,12,Castellón,78903,121.0,0.1533528509689112
25-44 años,Hombres,2001,13,Ciudad Real,72999,76.0,0.1041110152193865
25-44 años,Hombres,2001,14,Córdoba,119888,181.0,0.1509742426264513
25-44 años,Hombres,2001,15,A Coruña,166820,296.0,0.1774367581824721
25-44 años,Hombres,2001,16,Cuenca,30379,37.0,0.1217946607854109
25-44 años,Hombres,2001,17,Girona,95644,134.0,0.1401028815189661
25-44 años,Hombres,2001,18,Granada,129071,218.0,0.1688992879887813
25-44 años,Hombres,2001,19,Guadalajara,28867,44.0,0.1524231821803443
25-44 años,Hombres,2001,20,Gipuzkoa,112614,154.0,0.1367503152361163
25-44 años,Hombres,2001,21,Huelva,74832,112.0,0.149668590977122
25-44 años,Hombres,2001,22,Huesca,31620,66.0,0.2087286527514231
25-44 años,Hombres,2001,23,Jaén,100333,151.0,0.1504988388665743
25-44 años,Hombres,2001,24,León,74398,126.0,0.1693593913814887
25-44 años,Hombres,2001,25,Lleida,58664,96.0,0.1636438019909996
25-44 años,Hombres,2001,26,La Rioja,43837,76.0,0.1733695280242717
25-44 años,Hombres,2001,27,Lugo,49730,82.0,0.1648904082043032
25-44 años,Hombres,2001,28,Madrid,910481,1255.0,0.137839230033356
25-44 años,Hombres,2001,29,Málaga,208337,354.0,0.1699170094606335
25-44 años,Hombres,2001,30,Murcia,203576,313.0,0.1537509333123747
25-44 años,Hombres,2001,31,Navarra,93665,138.0,0.1473335824480862
25-44 años,Hombres,2001,32,Ourense,45091,71.0,0.1574593599609678
25-44 años,Hombres,2001,33,Asturias,163118,253.0,0.1551024411775524
25-44 años,Hombres,2001,34,Palencia,27567,55.0,0.1995139115609243
25-44 años,Hombres,2001,35,Las Palmas,177195,308.0,0.1738198030418465
25-44 años,Hombres,2001,36,Pontevedra,140941,232.0,0.1646078855691388
25-44 años,Hombres,2001,37,Salamanca,52591,83.0,0.1578216805156775
25-44 años,Hombres,2001,38,Santa Cruz,151006,213.0,0.1410539978543898
25-44 años,Hombres,2001,39,Cantabria,85308,131.0,0.1535612134852534
25-44 años,Hombres,2001,40,Segovia,23152,36.0,0.1554941257774706
25-44 años,Hombres,2001,41,Sevilla,285187,444.0,0.1556873209508147
25-44 años,Hombres,2001,42,Soria,13902,19.0,0.1366709825924327
25-44 años,Hombres,2001,43,Tarragona,98409,151.0,0.153441250292148
25-44 años,Hombres,2001,44,Teruel,20040,17.0,0.0848303393213572
25-44 años,Hombres,2001,45,Toledo,84339,112.0,0.1327974009651525
25-44 años,Hombres,2001,46,Valencia,365924,630.0,0.1721668980444026
25-44 años,Hombres,2001,47,Valladolid,79910,129.0,0.1614316105618821
25-44 años,Hombres,2001,48,Bizkaia,186985,249.0,0.1331657619595154
25-44 años,Hombres,2001,49,Zamora,28215,38.0,0.1346801346801346
25-44 años,Hombres,2001,50,Zaragoza,136800,203.0,0.148391812865497
25-44 años,Hombres,2001,51,Ceuta,13499,23.0,0.1703829913326913
25-44 años,Hombres,2001,52,Melilla,11940,25.0,0.2093802345058626
25-44 años,Hombres,2002,1,Álava,50329,60.0,0.1192155616046414
25-44 años,Hombres,2002,2,Albacete,61178,74.0,0.120958514498676
25-44 años,Hombres,2002,3,Alicante,254887,414.0,0.1624249177086316
25-44 años,Hombres,2002,4,Almería,96868,176.0,0.1816905479621753
25-44 años,Hombres,2002,5,Ávila,24543,25.0,0.1018620380556574
25-44 años,Hombres,2002,6,Badajoz,103833,141.0,0.1357949784750513
25-44 años,Hombres,2002,7,Baleares,164852,272.0,0.1649964816926697
25-44 años,Hombres,2002,8,Barcelona,828094,1104.0,0.1333181981755694
25-44 años,Hombres,2002,9,Burgos,56946,78.0,0.1369718680855547
25-44 años,Hombres,2002,10,Cáceres,65789,75.0,0.1140008208059098
25-44 años,Hombres,2002,11,Cádiz,191819,307.0,0.1600467107012339
25-44 años,Hombres,2002,12,Castellón,85149,133.0,0.1561967844601815
25-44 años,Hombres,2002,13,Ciudad Real,75158,123.0,0.1636552329758641
25-44 años,Hombres,2002,14,Córdoba,121158,185.0,0.1526931775037554
25-44 años,Hombres,2002,15,A Coruña,169276,295.0,0.1742716037713556
25-44 años,Hombres,2002,16,Cuenca,31104,34.0,0.1093106995884773
25-44 años,Hombres,2002,17,Girona,101385,148.0,0.1459782019036346
25-44 años,Hombres,2002,18,Granada,132219,223.0,0.1686595723761335
25-44 años,Hombres,2002,19,Guadalajara,30664,39.0,0.1271849726063136
25-44 años,Hombres,2002,20,Gipuzkoa,114352,171.0,0.1495382678046732
25-44 años,Hombres,2002,21,Huelva,77403,120.0,0.1550327506685787
25-44 años,Hombres,2002,22,Huesca,32979,42.0,0.1273537705812789
25-44 años,Hombres,2002,23,Jaén,101354,143.0,0.1410896461905795
25-44 años,Hombres,2002,24,León,74430,91.0,0.1222625285503157
25-44 años,Hombres,2002,25,Lleida,61471,92.0,0.1496640692358998
25-44 años,Hombres,2002,26,La Rioja,47300,53.0,0.1120507399577167
25-44 años,Hombres,2002,27,Lugo,49668,99.0,0.1993235080937424
25-44 años,Hombres,2002,28,Madrid,964446,1270.0,0.1316818152597449
25-44 años,Hombres,2002,29,Málaga,216590,386.0,0.1782169075211228
25-44 años,Hombres,2002,30,Murcia,216447,285.0,0.1316719566452757
25-44 años,Hombres,2002,31,Navarra,98228,142.0,0.1445616321211874
25-44 años,Hombres,2002,32,Ourense,45550,94.0,0.2063666300768386
25-44 años,Hombres,2002,33,Asturias,164375,248.0,0.1508745247148289
25-44 años,Hombres,2002,34,Palencia,27192,45.0,0.1654898499558693
25-44 años,Hombres,2002,35,Las Palmas,184558,314.0,0.1701362173408901
25-44 años,Hombres,2002,36,Pontevedra,144149,215.0,0.149151225468092
25-44 años,Hombres,2002,37,Salamanca,52482,99.0,0.1886361038070195
25-44 años,Hombres,2002,38,Santa Cruz,160502,205.0,0.1277242651181916
25-44 años,Hombres,2002,39,Cantabria,87396,118.0,0.1350176209437503
25-44 años,Hombres,2002,40,Segovia,24042,32.0,0.1331004076199983
25-44 años,Hombres,2002,41,Sevilla,292084,437.0,0.1496144944604976
25-44 años,Hombres,2002,42,Soria,14156,17.0,0.1200904210228878
25-44 años,Hombres,2002,43,Tarragona,104680,187.0,0.1786396637371035
25-44 años,Hombres,2002,44,Teruel,20708,20.0,0.0965810314854162
25-44 años,Hombres,2002,45,Toledo,88020,116.0,0.1317882299477391
25-44 años,Hombres,2002,46,Valencia,383211,671.0,0.1750993577950528
25-44 años,Hombres,2002,47,Valladolid,81971,131.0,0.1598126166571104
25-44 años,Hombres,2002,48,Bizkaia,188652,255.0,0.1351695184784683
25-44 años,Hombres,2002,49,Zamora,28210,41.0,0.1453385324353066
25-44 años,Hombres,2002,50,Zaragoza,142491,193.0,0.1354471510481363
25-44 años,Hombres,2002,51,Ceuta,13794,24.0,0.1739886907351022
25-44 años,Hombres,2002,52,Melilla,12010,20.0,0.1665278934221482
25-44 años,Hombres,2003,1,Álava,51321,58.0,0.1130141657411196
