Rango de Edad,Sexo,Año,Código,Nombre Provincia,Total,Frecuencia_Fallecimientos,tasa_fallecimiento
15-24 años,Mujeres,2012,44,Teruel,7115,0.0,0.0
15-24 años,Mujeres,2012,45,Toledo,37774,4.0,0.01058929422354
15-24 años,Mujeres,2012,46,Valencia,125026,20.0,0.01599667269208
15-24 años,Mujeres,2012,47,Valladolid,23014,3.0,0.0130355435821673
15-24 años,Mujeres,2012,48,Bizkaia,46504,8.0,0.017202821262687
15-24 años,Mujeres,2012,49,Zamora,8270,1.0,0.0120918984280532
15-24 años,Mujeres,2012,50,Zaragoza,45193,4.0,0.0088509282410992
15-24 años,Mujeres,2012,51,Ceuta,5521,0.0,0.0
15-24 años,Mujeres,2012,52,Melilla,5375,1.0,0.0186046511627906
15-24 años,Mujeres,2013,1,Álava,13142,1.0,0.0076091919038198
15-24 años,Mujeres,2013,2,Albacete,22212,2.0,0.0090041419052764
15-24 años,Mujeres,2013,3,Alicante,94715,8.0,0.0084463918069999
15-24 años,Mujeres,2013,4,Almería,38837,2.0,0.0051497283518294
15-24 años,Mujeres,2013,5,Ávila,7765,1.0,0.0128783000643915
15-24 años,Mujeres,2013,6,Badajoz,39952,8.0,0.0200240288346015
15-24 años,Mujeres,2013,7,Baleares,55393,6.0,0.0108316935352842
15-24 años,Mujeres,2013,8,Barcelona,251955,40.0,0.0158758508463813
15-24 años,Mujeres,2013,9,Burgos,16261,0.0,0.0
15-24 años,Mujeres,2013,10,Cáceres,20874,3.0,0.0143719459614831
15-24 años,Mujeres,2013,11,Cádiz,67947,10.0,0.0147173532311949
15-24 años,Mujeres,2013,12,Castellón,29149,3.0,0.0102919482658067
15-24 años,Mujeres,2013,13,Ciudad Real,29922,1.0,0.0033420225920727
15-24 años,Mujeres,2013,14,Córdoba,45184,6.0,0.0132790368271954
15-24 años,Mujeres,2013,15,A Coruña,46068,19.0,0.0412433793522618
15-24 años,Mujeres,2013,16,Cuenca,10946,1.0,0.0091357573542846
15-24 años,Mujeres,2013,17,Girona,36824,7.0,0.0190093417336519
15-24 años,Mujeres,2013,18,Granada,51403,3.0,0.0058362352391883
15-24 años,Mujeres,2013,19,Guadalajara,12299,1.0,0.0081307423367753
15-24 años,Mujeres,2013,20,Gipuzkoa,29502,5.0,0.0169480035251847
15-24 años,Mujeres,2013,21,Huelva,27611,2.0,0.0072434899134402
15-24 años,Mujeres,2013,22,Huesca,9875,1.0,0.010126582278481
15-24 años,Mujeres,2013,23,Jaén,40213,7.0,0.0174073060950438
15-24 años,Mujeres,2013,24,León,20275,9.0,0.0443896424167694
15-24 años,Mujeres,2013,25,Lleida,20868,1.0,0.0047920260686218
15-24 años,Mujeres,2013,26,La Rioja,15059,1.0,0.0066405471810877
15-24 años,Mujeres,2013,27,Lugo,13506,1.0,0.007404116688879
15-24 años,Mujeres,2013,28,Madrid,308905,28.0,0.0090642754244832
15-24 años,Mujeres,2013,29,Málaga,85077,14.0,0.0164556813239771
15-24 años,Mujeres,2013,30,Murcia,80115,10.0,0.0124820570430006
15-24 años,Mujeres,2013,31,Navarra,30222,3.0,0.0099265435775263
15-24 años,Mujeres,2013,32,Ourense,12712,2.0,0.0157331655129011
15-24 años,Mujeres,2013,33,Asturias,40197,8.0,0.0199019827350299
15-24 años,Mujeres,2013,34,Palencia,7413,0.0,0.0
15-24 años,Mujeres,2013,35,Las Palmas,58996,5.0,0.0084751508576852
15-24 años,Mujeres,2013,36,Pontevedra,42709,7.0,0.0163899880587229
15-24 años,Mujeres,2013,37,Salamanca,15030,1.0,0.0066533599467731
15-24 años,Mujeres,2013,38,Santa Cruz,51461,7.0,0.0136025339577544
15-24 años,Mujeres,2013,39,Cantabria,24682,0.0,0.0
15-24 años,Mujeres,2013,40,Segovia,7674,0.0,0.0
15-24 años,Mujeres,2013,41,Sevilla,105074,15.0,0.0142756533490682
15-24 años,Mujeres,2013,42,Soria,4202,1.0,0.0237981913374583
15-24 años,Mujeres,2013,43,Tarragona,38761,7.0,0.0180593895926317
15-24 años,Mujeres,2013,44,Teruel,6849,0.0,0.0
15-24 años,Mujeres,2013,45,Toledo,36658,3.0,0.0081837525233236
15-24 años,Mujeres,2013,46,Valencia,121539,19.0,0.0156328421329778
15-24 años,Mujeres,2013,47,Valladolid,22350,4.0,0.017897091722595
15-24 años,Mujeres,2013,48,Bizkaia,45548,2.0,0.0043909721612364
15-24 años,Mujeres,2013,49,Zamora,7741,0.0,0.0
15-24 años,Mujeres,2013,50,Zaragoza,44247,7.0,0.0158202816010125
15-24 años,Mujeres,2013,51,Ceuta,5472,1.0,0.0182748538011695
15-24 años,Mujeres,2013,52,Melilla,5573,3.0,0.0538309707518392
15-24 años,Mujeres,2014,1,Álava,12871,1.0,0.0077694040867065
15-24 años,Mujeres,2014,2,Albacete,21723,2.0,0.0092068314689499
15-24 años,Mujeres,2014,3,Alicante,89966,6.0,0.006669186136985
15-24 años,Mujeres,2014,4,Almería,38192,3.0,0.0078550481776288
15-24 años,Mujeres,2014,5,Ávila,7617,2.0,0.0262570565839569
15-24 años,Mujeres,2014,6,Badajoz,39007,5.0,0.012818212115774
15-24 años,Mujeres,2014,7,Baleares,54520,3.0,0.0055025678650036
15-24 años,Mujeres,2014,8,Barcelona,248858,40.0,0.0160734233980824
15-24 años,Mujeres,2014,9,Burgos,15604,4.0,0.0256344527044347
15-24 años,Mujeres,2014,10,Cáceres,20544,3.0,0.0146028037383177
15-24 años,Mujeres,2014,11,Cádiz,66604,11.0,0.0165155245931175
15-24 años,Mujeres,2014,12,Castellón,27915,3.0,0.0107469102632993
15-24 años,Mujeres,2014,13,Ciudad Real,28883,3.0,0.0103867326801232
15-24 años,Mujeres,2014,14,Córdoba,44392,7.0,0.0157686069562083
15-24 años,Mujeres,2014,15,A Coruña,44923,7.0,0.0155822184627028
15-24 años,Mujeres,2014,16,Cuenca,10676,0.0,0.0
15-24 años,Mujeres,2014,17,Girona,36282,6.0,0.0165371258475277
15-24 años,Mujeres,2014,18,Granada,50556,10.0,0.0197800458897064
15-24 años,Mujeres,2014,19,Guadalajara,12002,3.0,0.024995834027662
15-24 años,Mujeres,2014,20,Gipuzkoa,29565,2.0,0.0067647556232031
15-24 años,Mujeres,2014,21,Huelva,27129,2.0,0.0073721847469497
15-24 años,Mujeres,2014,22,Huesca,9785,1.0,0.0102197240674501
15-24 años,Mujeres,2014,23,Jaén,39286,4.0,0.0101817441327699
15-24 años,Mujeres,2014,24,León,19557,4.0,0.0204530347190264
15-24 años,Mujeres,2014,25,Lleida,20392,0.0,0.0
15-24 años,Mujeres,2014,26,La Rioja,14629,1.0,0.0068357372342607
15-24 años,Mujeres,2014,27,Lugo,13039,1.0,0.0076692997929289
15-24 años,Mujeres,2014,28,Madrid,302025,42.0,0.013906133598212
15-24 años,Mujeres,2014,29,Málaga,81944,16.0,0.0195255296299912
15-24 años,Mujeres,2014,30,Murcia,79254,17.0,0.0214500214500214
15-24 años,Mujeres,2014,31,Navarra,29913,4.0,0.0133721124594657
15-24 años,Mujeres,2014,32,Ourense,12176,1.0,0.0082128777923784
15-24 años,Mujeres,2014,33,Asturias,39214,2.0,0.0051002193094303
15-24 años,Mujeres,2014,34,Palencia,7152,1.0,0.0139821029082774
15-24 años,Mujeres,2014,35,Las Palmas,58082,7.0,0.01205192658655
15-24 años,Mujeres,2014,36,Pontevedra,41577,7.0,0.0168362315703393
15-24 años,Mujeres,2014,37,Salamanca,14816,7.0,0.0472462203023758
15-24 años,Mujeres,2014,38,Santa Cruz,50948,5.0,0.0098139279265133
15-24 años,Mujeres,2014,39,Cantabria,23888,2.0,0.008372404554588
15-24 años,Mujeres,2014,40,Segovia,7426,0.0,0.0
15-24 años,Mujeres,2014,41,Sevilla,103279,10.0,0.0096825104813175
15-24 años,Mujeres,2014,42,Soria,4120,0.0,0.0
15-24 años,Mujeres,2014,43,Tarragona,37678,6.0,0.0159244121237857
15-24 años,Mujeres,2014,44,Teruel,6616,0.0,0.0
15-24 años,Mujeres,2014,45,Toledo,35580,10.0,0.028105677346824
15-24 años,Mujeres,2014,46,Valencia,119381,21.0,0.017590738894799
15-24 años,Mujeres,2014,47,Valladolid,22012,5.0,0.0227148827912047
15-24 años,Mujeres,2014,48,Bizkaia,44489,6.0,0.0134864798039964
15-24 años,Mujeres,2014,49,Zamora,7456,2.0,0.0268240343347639
15-24 años,Mujeres,2014,50,Zaragoza,42333,5.0,0.0118111166229655
15-24 años,Mujeres,2014,51,Ceuta,5478,0.0,0.0
15-24 años,Mujeres,2014,52,Melilla,5647,3.0,0.0531255533911811
15-24 años,Mujeres,2015,1,Álava,13023,1.0,0.0076787222606158
15-24 años,Mujeres,2015,2,Albacete,21135,1.0,0.0047314880529926
15-24 años,Mujeres,2015,3,Alicante,88818,6.0,0.0067553874214686
15-24 años,Mujeres,2015,4,Almería,37754,2.0,0.0052974519256237
15-24 años,Mujeres,2015,5,Ávila,7445,0.0,0.0
15-24 años,Mujeres,2015,6,Badajoz,37952,1.0,0.0026349072512647
15-24 años,Mujeres,2015,7,Baleares,54209,12.0,0.0221365455920603
15-24 años,Mujeres,2015,8,Barcelona,249935,37.0,0.0148038490007401
15-24 años,Mujeres,2015,9,Burgos,15360,2.0,0.0130208333333333
15-24 años,Mujeres,2015,10,Cáceres,19885,6.0,0.0301734976112647
15-24 años,Mujeres,2015,11,Cádiz,65331,2.0,0.0030613338231467
15-24 años,Mujeres,2015,12,Castellón,27346,4.0,0.0146273678051634
15-24 años,Mujeres,2015,13,Ciudad Real,27972,2.0,0.0071500071500071
15-24 años,Mujeres,2015,14,Córdoba,43397,3.0,0.0069129202479434
15-24 años,Mujeres,2015,15,A Coruña,44134,14.0,0.0317215752027914
15-24 años,Mujeres,2015,16,Cuenca,10314,2.0,0.0193911188675586
15-24 años,Mujeres,2015,17,Girona,35939,8.0,0.0222599404546592
15-24 años,Mujeres,2015,18,Granada,49680,11.0,0.0221417069243156
15-24 años,Mujeres,2015,19,Guadalajara,11838,0.0,0.0
15-24 años,Mujeres,2015,20,Gipuzkoa,29833,4.0,0.0134079710387825
15-24 años,Mujeres,2015,21,Huelva,26747,3.0,0.0112162111638688
15-24 años,Mujeres,2015,22,Huesca,9781,1.0,0.010223903486351
15-24 años,Mujeres,2015,23,Jaén,38305,3.0,0.0078318757342383
15-24 años,Mujeres,2015,24,León,18955,6.0,0.03165391717225
15-24 años,Mujeres,2015,25,Lleida,20199,4.0,0.0198029605426011
15-24 años,Mujeres,2015,26,La Rioja,14343,1.0,0.0069720421111343
15-24 años,Mujeres,2015,27,Lugo,12528,3.0,0.0239463601532567
15-24 años,Mujeres,2015,28,Madrid,299201,30.0,0.0100267044562016
15-24 años,Mujeres,2015,29,Málaga,81381,10.0,0.0122878804634988
15-24 años,Mujeres,2015,30,Murcia,78527,10.0,0.0127344734931934
15-24 años,Mujeres,2015,31,Navarra,29979,1.0,0.0033356683011441
15-24 años,Mujeres,2015,32,Ourense,11724,4.0,0.0341180484476288
15-24 años,Mujeres,2015,33,Asturias,38305,5.0,0.0130531262237305
15-24 años,Mujeres,2015,34,Palencia,6997,1.0,0.0142918393597255
15-24 años,Mujeres,2015,35,Las Palmas,57799,10.0,0.0173013373933805
15-24 años,Mujeres,2015,36,Pontevedra,40538,4.0,0.0098672850165277
15-24 años,Mujeres,2015,37,Salamanca,14438,2.0,0.0138523341182989
15-24 años,Mujeres,2015,38,Santa Cruz,50628,11.0,0.0217271075294303
15-24 años,Mujeres,2015,39,Cantabria,23608,3.0,0.0127075567604201
15-24 años,Mujeres,2015,40,Segovia,7255,2.0,0.0275671950379048
15-24 años,Mujeres,2015,41,Sevilla,101956,17.0,0.01667385931186
15-24 años,Mujeres,2015,42,Soria,3985,1.0,0.0250941028858218
15-24 años,Mujeres,2015,43,Tarragona,37252,3.0,0.0080532588854289
15-24 años,Mujeres,2015,44,Teruel,6475,2.0,0.0308880308880308
15-24 años,Mujeres,2015,45,Toledo,34864,2.0,0.0057365764111977
15-24 años,Mujeres,2015,46,Valencia,118495,13.0,0.0109709270433351
15-24 años,Mujeres,2015,47,Valladolid,21732,4.0,0.0184060371801951
15-24 años,Mujeres,2015,48,Bizkaia,44355,2.0,0.0045090745124563
15-24 años,Mujeres,2015,49,Zamora,7192,1.0,0.0139043381535038
15-24 años,Mujeres,2015,50,Zaragoza,41626,10.0,0.0240234468841589
15-24 años,Mujeres,2015,51,Ceuta,5443,1.0,0.0183722212015432
15-24 años,Mujeres,2015,52,Melilla,5671,2.0,0.0352671486510315
15-24 años,Mujeres,2016,1,Álava,13157,4.0,0.0304020673405791
15-24 años,Mujeres,2016,2,Albacete,20722,5.0,0.0241289450825209
15-24 años,Mujeres,2016,3,Alicante,87821,9.0,0.0102481183316063
15-24 años,Mujeres,2016,4,Almería,37217,5.0,0.0134347206921568
15-24 años,Mujeres,2016,5,Ávila,7179,0.0,0.0
15-24 años,Mujeres,2016,6,Badajoz,37115,3.0,0.00808298531591
15-24 años,Mujeres,2016,7,Baleares,54208,5.0,0.0092237308146399
15-24 años,Mujeres,2016,8,Barcelona,254367,37.0,0.0145459120090263
15-24 años,Mujeres,2016,9,Burgos,15181,2.0,0.0131743626902048
15-24 años,Mujeres,2016,10,Cáceres,19514,1.0,0.0051245259813467
15-24 años,Mujeres,2016,11,Cádiz,64280,8.0,0.0124455507156191
15-24 años,Mujeres,2016,12,Castellón,27135,2.0,0.0073705546342362
15-24 años,Mujeres,2016,13,Ciudad Real,27009,0.0,0.0
15-24 años,Mujeres,2016,14,Córdoba,42382,5.0,0.0117974611863526
15-24 años,Mujeres,2016,15,A Coruña,43559,5.0,0.0114786840836566
15-24 años,Mujeres,2016,16,Cuenca,10053,5.0,0.0497363970953944
15-24 años,Mujeres,2016,17,Girona,36114,0.0,0.0
15-24 años,Mujeres,2016,18,Granada,49080,5.0,0.0101874490627546
15-24 años,Mujeres,2016,19,Guadalajara,11974,0.0,0.0
15-24 años,Mujeres,2016,20,Gipuzkoa,30285,2.0,0.006603929337956
15-24 años,Mujeres,2016,21,Huelva,26494,2.0,0.0075488789914697
15-24 años,Mujeres,2016,22,Huesca,9684,2.0,0.0206526228831061
15-24 años,Mujeres,2016,23,Jaén,37319,5.0,0.013398001018248
15-24 años,Mujeres,2016,24,León,18376,1.0,0.0054418807139747
15-24 años,Mujeres,2016,25,Lleida,20216,2.0,0.0098931539374752
15-24 años,Mujeres,2016,26,La Rioja,14230,3.0,0.0210822206605762
15-24 años,Mujeres,2016,27,Lugo,12267,1.0,0.008151952392598
15-24 años,Mujeres,2016,28,Madrid,302417,44.0,0.0145494466250243
15-24 años,Mujeres,2016,29,Málaga,80992,16.0,0.0197550375345713
15-24 años,Mujeres,2016,30,Murcia,78043,12.0,0.0153761387952795
15-24 años,Mujeres,2016,31,Navarra,30345,4.0,0.0131817432855495
15-24 años,Mujeres,2016,32,Ourense,11379,2.0,0.0175762369276737
15-24 años,Mujeres,2016,33,Asturias,37817,2.0,0.0052886268080492
15-24 años,Mujeres,2016,34,Palencia,6818,1.0,0.0146670577882076
15-24 años,Mujeres,2016,35,Las Palmas,57506,8.0,0.0139115918338955
15-24 años,Mujeres,2016,36,Pontevedra,40112,5.0,0.0124650977263661
15-24 años,Mujeres,2016,37,Salamanca,14215,1.0,0.0070348223707351
15-24 años,Mujeres,2016,38,Santa Cruz,50469,6.0,0.0118884860013077
15-24 años,Mujeres,2016,39,Cantabria,23474,5.0,0.0213001618812303
15-24 años,Mujeres,2016,40,Segovia,7181,1.0,0.0139256370978972
15-24 años,Mujeres,2016,41,Sevilla,101110,14.0,0.0138463060033626
15-24 años,Mujeres,2016,42,Soria,3893,0.0,0.0
15-24 años,Mujeres,2016,43,Tarragona,37422,17.0,0.0454278232056009
15-24 años,Mujeres,2016,44,Teruel,6323,0.0,0.0
15-24 años,Mujeres,2016,45,Toledo,34392,7.0,0.0203535705978134
15-24 años,Mujeres,2016,46,Valencia,118936,20.0,0.0168157664626353
15-24 años,Mujeres,2016,47,Valladolid,21564,0.0,0.0
15-24 años,Mujeres,2016,48,Bizkaia,44706,5.0,0.0111841810942602
15-24 años,Mujeres,2016,49,Zamora,6940,1.0,0.0144092219020172
15-24 años,Mujeres,2016,50,Zaragoza,41555,4.0,0.0096257971363253
15-24 años,Mujeres,2016,51,Ceuta,5430,1.0,0.0184162062615101
15-24 años,Mujeres,2016,52,Melilla,5630,2.0,0.0355239786856127
15-24 años,Mujeres,2017,1,Álava,13356,2.0,0.01497454327643
15-24 años,Mujeres,2017,2,Albacete,20336,3.0,0.0147521636506687
15-24 años,Mujeres,2017,3,Alicante,87354,6.0,0.0068686036128855
15-24 años,Mujeres,2017,4,Almería,36880,9.0,0.0244034707158351
15-24 años,Mujeres,2017,5,Ávila,7001,1.0,0.0142836737608913
15-24 años,Mujeres,2017,6,Badajoz,36182,7.0,0.019346636449063
15-24 años,Mujeres,2017,7,Baleares,54833,5.0,0.009118596465632
15-24 años,Mujeres,2017,8,Barcelona,259554,41.0,0.0157963275464835
15-24 años,Mujeres,2017,9,Burgos,15028,1.0,0.0066542454085706
15-24 años,Mujeres,2017,10,Cáceres,18964,5.0,0.0263657456232862
15-24 años,Mujeres,2017,11,Cádiz,63737,2.0,0.0031378947863878
15-24 años,Mujeres,2017,12,Castellón,27094,4.0,0.0147634162545212
15-24 años,Mujeres,2017,13,Ciudad Real,26294,4.0,0.0152125960295124
15-24 años,Mujeres,2017,14,Córdoba,41635,10.0,0.0240182538729434
15-24 años,Mujeres,2017,15,A Coruña,43424,4.0,0.0092114959469417
15-24 años,Mujeres,2017,16,Cuenca,9672,0.0,0.0
15-24 años,Mujeres,2017,17,Girona,36448,7.0,0.0192054433713784
15-24 años,Mujeres,2017,18,Granada,48486,6.0,0.0123747061007301
15-24 años,Mujeres,2017,19,Guadalajara,12201,3.0,0.024588148512417
15-24 años,Mujeres,2017,20,Gipuzkoa,30954,2.0,0.0064612004910512
15-24 años,Mujeres,2017,21,Huelva,26223,2.0,0.0076268924226823
15-24 años,Mujeres,2017,22,Huesca,9618,0.0,0.0
15-24 años,Mujeres,2017,23,Jaén,36183,1.0,0.0027637288229278
15-24 años,Mujeres,2017,24,León,17889,2.0,0.0111800547822684
15-24 años,Mujeres,2017,25,Lleida,20197,5.0,0.024756151903748
15-24 años,Mujeres,2017,26,La Rioja,14280,4.0,0.0280112044817927
15-24 años,Mujeres,2017,27,Lugo,11917,4.0,0.0335654946714777
15-24 años,Mujeres,2017,28,Madrid,307186,46.0,0.0149746407713893
15-24 años,Mujeres,2017,29,Málaga,80721,6.0,0.0074330099973984
15-24 años,Mujeres,2017,30,Murcia,78323,14.0,0.0178746983644651
15-24 años,Mujeres,2017,31,Navarra,31139,4.0,0.012845627669482
15-24 años,Mujeres,2017,32,Ourense,11142,3.0,0.0269251480883144
15-24 años,Mujeres,2017,33,Asturias,37399,7.0,0.0187170779967378
15-24 años,Mujeres,2017,34,Palencia,6684,0.0,0.0
15-24 años,Mujeres,2017,35,Las Palmas,57807,8.0,0.0138391544276644
15-24 años,Mujeres,2017,36,Pontevedra,39766,4.0,0.0100588442387969
15-24 años,Mujeres,2017,37,Salamanca,14026,0.0,0.0
15-24 años,Mujeres,2017,38,Santa Cruz,50710,8.0,0.0157759810688227
15-24 años,Mujeres,2017,39,Cantabria,23516,3.0,0.0127572716448375
15-24 años,Mujeres,2017,40,Segovia,7203,0.0,0.0
15-24 años,Mujeres,2017,41,Sevilla,100482,18.0,0.0179136561772257
15-24 años,Mujeres,2017,42,Soria,3846,0.0,0.0
15-24 años,Mujeres,2017,43,Tarragona,37677,4.0,0.0106165565198927
15-24 años,Mujeres,2017,44,Teruel,6208,0.0,0.0
15-24 años,Mujeres,2017,45,Toledo,34036,5.0,0.0146903278881184
15-24 años,Mujeres,2017,46,Valencia,119397,19.0,0.0159132976540449
15-24 años,Mujeres,2017,47,Valladolid,21541,5.0,0.0232115500673134
15-24 años,Mujeres,2017,48,Bizkaia,45409,5.0,0.0110110330551212
15-24 años,Mujeres,2017,49,Zamora,6732,0.0,0.0
15-24 años,Mujeres,2017,50,Zaragoza,42237,5.0,0.0118379619764661
15-24 años,Mujeres,2017,51,Ceuta,5476,1.0,0.0182615047479912
15-24 años,Mujeres,2017,52,Melilla,5707,0.0,0.0
15-24 años,Mujeres,2018,1,Álava,13667,0.0,0.0
15-24 años,Mujeres,2018,2,Albacete,20018,1.0,0.0049955040463582
15-24 años,Mujeres,2018,3,Alicante,87628,9.0,0.010270689733875
15-24 años,Mujeres,2018,4,Almería,36705,7.0,0.0190709712573218
15-24 años,Mujeres,2018,5,Ávila,6816,2.0,0.0293427230046948
15-24 años,Mujeres,2018,6,Badajoz,35426,2.0,0.0056455710495116
15-24 años,Mujeres,2018,7,Baleares,55607,9.0,0.0161850126782599
15-24 años,Mujeres,2018,8,Barcelona,265554,41.0,0.0154394209840559
15-24 años,Mujeres,2018,9,Burgos,15003,3.0,0.01999600079984
15-24 años,Mujeres,2018,10,Cáceres,18414,1.0,0.0054306505919409
15-24 años,Mujeres,2018,11,Cádiz,63202,2.0,0.0031644568209866
15-24 años,Mujeres,2018,12,Castellón,27332,4.0,0.0146348602370847
15-24 años,Mujeres,2018,13,Ciudad Real,25536,5.0,0.0195802005012531
15-24 años,Mujeres,2018,14,Córdoba,40943,7.0,0.017096939647803
15-24 años,Mujeres,2018,15,A Coruña,43352,4.0,0.0092267946115519
15-24 años,Mujeres,2018,16,Cuenca,9556,1.0,0.0104646295521138
15-24 años,Mujeres,2018,17,Girona,36913,5.0,0.0135453634221006
15-24 años,Mujeres,2018,18,Granada,47899,6.0,0.0125263575439988
15-24 años,Mujeres,2018,19,Guadalajara,12291,0.0,0.0
15-24 años,Mujeres,2018,20,Gipuzkoa,31834,3.0,0.0094238864107557
15-24 años,Mujeres,2018,21,Huelva,26239,0.0,0.0
15-24 años,Mujeres,2018,22,Huesca,9613,1.0,0.0104025798398002
15-24 años,Mujeres,2018,23,Jaén,35092,4.0,0.0113986093696569
15-24 años,Mujeres,2018,24,León,17577,1.0,0.0056892530010809
15-24 años,Mujeres,2018,25,Lleida,20164,1.0,0.0049593334655822
15-24 años,Mujeres,2018,26,La Rioja,14332,2.0,0.0139547864917666
15-24 años,Mujeres,2018,27,Lugo,11650,2.0,0.0171673819742489
15-24 años,Mujeres,2018,28,Madrid,314917,46.0,0.0146070234379217
15-24 años,Mujeres,2018,29,Málaga,80696,16.0,0.0198275007435312
15-24 años,Mujeres,2018,30,Murcia,79013,15.0,0.0189842177869464
15-24 años,Mujeres,2018,31,Navarra,31943,5.0,0.0156528816955201
15-24 años,Mujeres,2018,32,Ourense,10930,1.0,0.0091491308325709
15-24 años,Mujeres,2018,33,Asturias,37121,5.0,0.0134694647234718
15-24 años,Mujeres,2018,34,Palencia,6588,1.0,0.0151791135397692
15-24 años,Mujeres,2018,35,Las Palmas,58537,9.0,0.0153748910945214
15-24 años,Mujeres,2018,36,Pontevedra,39574,4.0,0.0101076464345277
15-24 años,Mujeres,2018,37,Salamanca,13885,1.0,0.007202016564638
15-24 años,Mujeres,2018,38,Santa Cruz,51051,6.0,0.0117529529294235
15-24 años,Mujeres,2018,39,Cantabria,23715,2.0,0.0084334809192494
15-24 años,Mujeres,2018,40,Segovia,7143,2.0,0.0279994400111997
15-24 años,Mujeres,2018,41,Sevilla,100076,16.0,0.0159878492345817
15-24 años,Mujeres,2018,42,Soria,3851,1.0,0.0259672812256556
15-24 años,Mujeres,2018,43,Tarragona,38270,5.0,0.0130650640188136
15-24 años,Mujeres,2018,44,Teruel,6119,0.0,0.0
15-24 años,Mujeres,2018,45,Toledo,33830,8.0,0.0236476500147797
15-24 años,Mujeres,2018,46,Valencia,120471,18.0,0.0149413551809149
15-24 años,Mujeres,2018,47,Valladolid,21602,5.0,0.023146004999537
15-24 años,Mujeres,2018,48,Bizkaia,46357,8.0,0.0172573721336583
15-24 años,Mujeres,2018,49,Zamora,6522,2.0,0.0306654400490647
15-24 años,Mujeres,2018,50,Zaragoza,42818,5.0,0.011677331963193
15-24 años,Mujeres,2018,51,Ceuta,5496,3.0,0.0545851528384279
15-24 años,Mujeres,2018,52,Melilla,5748,0.0,0.0
15-24 años,Mujeres,2019,1,Álava,14017,1.0,0.0071341941927659
15-24 años,Mujeres,2019,2,Albacete,20032,4.0,0.0199680511182108
15-24 años,Mujeres,2019,3,Alicante,89270,8.0,0.0089615772375938
15-24 años,Mujeres,2019,4,Almería,36874,4.0,0.0108477518034387
15-24 años,Mujeres,2019,5,Ávila,6819,0.0,0.0
15-24 años,Mujeres,2019,6,Badajoz,34829,5.0,0.0143558528812196
15-24 años,Mujeres,2019,7,Baleares,57305,9.0,0.0157054358258441
15-24 años,Mujeres,2019,8,Barcelona,273662,42.0,0.0153473993466392
15-24 años,Mujeres,2019,9,Burgos,15091,0.0,0.0
15-24 años,Mujeres,2019,10,Cáceres,18172,1.0,0.0055029716046665
15-24 años,Mujeres,2019,11,Cádiz,63456,10.0,0.0157589510842158
15-24 años,Mujeres,2019,12,Castellón,27736,2.0,0.007210845111047
15-24 años,Mujeres,2019,13,Ciudad Real,24963,3.0,0.0120177863237591
15-24 años,Mujeres,2019,14,Córdoba,40433,5.0,0.0123661365716122
15-24 años,Mujeres,2019,15,A Coruña,43485,7.0,0.0160975048867425
15-24 años,Mujeres,2019,16,Cuenca,9563,1.0,0.0104569695702185
15-24 años,Mujeres,2019,17,Girona,38131,3.0,0.0078676142770973
15-24 años,Mujeres,2019,18,Granada,47930,8.0,0.016691007719591
15-24 años,Mujeres,2019,19,Guadalajara,12801,1.0,0.0078118896961174
15-24 años,Mujeres,2019,20,Gipuzkoa,32917,3.0,0.0091138317586657
15-24 años,Mujeres,2019,21,Huelva,26305,3.0,0.011404675917126
15-24 años,Mujeres,2019,22,Huesca,9871,1.0,0.0101306858474318
15-24 años,Mujeres,2019,23,Jaén,34254,2.0,0.0058387341624335
15-24 años,Mujeres,2019,24,León,17605,5.0,0.0284010224368077
15-24 años,Mujeres,2019,25,Lleida,20392,2.0,0.0098077677520596
15-24 años,Mujeres,2019,26,La Rioja,14748,1.0,0.0067805804176837
15-24 años,Mujeres,2019,27,Lugo,11521,2.0,0.0173596042010242
15-24 años,Mujeres,2019,28,Madrid,325664,45.0,0.0138179227670236
15-24 años,Mujeres,2019,29,Málaga,82331,11.0,0.0133607025300312
15-24 años,Mujeres,2019,30,Murcia,80515,8.0,0.009936036763336
15-24 años,Mujeres,2019,31,Navarra,33271,6.0,0.0180337230621261
15-24 años,Mujeres,2019,32,Ourense,10862,0.0,0.0
15-24 años,Mujeres,2019,33,Asturias,37289,4.0,0.0107270240553514
15-24 años,Mujeres,2019,34,Palencia,6530,1.0,0.0153139356814701
15-24 años,Mujeres,2019,35,Las Palmas,59491,8.0,0.0134474122136121
15-24 años,Mujeres,2019,36,Pontevedra,39694,2.0,0.005038544868242
15-24 años,Mujeres,2019,37,Salamanca,13811,3.0,0.0217218159438129
15-24 años,Mujeres,2019,38,Santa Cruz,51965,9.0,0.0173193495622053
15-24 años,Mujeres,2019,39,Cantabria,24188,2.0,0.0082685629237638
15-24 años,Mujeres,2019,40,Segovia,7174,0.0,0.0
15-24 años,Mujeres,2019,41,Sevilla,100549,18.0,0.0179017195596177
15-24 años,Mujeres,2019,42,Soria,3879,0.0,0.0
15-24 años,Mujeres,2019,43,Tarragona,39183,5.0,0.0127606359900977
15-24 años,Mujeres,2019,44,Teruel,6082,1.0,0.0164419598816178
15-24 años,Mujeres,2019,45,Toledo,34539,2.0,0.0057905556038101
15-24 años,Mujeres,2019,46,Valencia,123702,16.0,0.0129343098737288
15-24 años,Mujeres,2019,47,Valladolid,22088,1.0,0.0045273451647953
